Rainfall_MM;Year;Statistics;Country;ISO3
80.1442;2003;Oct Average;Belgium;BEL
59.0045;2003;Nov Average;Belgium;BEL
73.9084;2003;Dec Average;Belgium;BEL
131.272;2004;Jan Average;Belgium;BEL
53.3952;2004;Feb Average;Belgium;BEL
34.7624;2004;Mar Average;Belgium;BEL
50.772;2004;Apr Average;Belgium;BEL
49.0659;2004;May Average;Belgium;BEL
61.8356;2004;Jun Average;Belgium;BEL
97.8329;2004;Jul Average;Belgium;BEL
118.878;2004;Aug Average;Belgium;BEL
56.3731;2004;Sep Average;Belgium;BEL
66.6567;2004;Oct Average;Belgium;BEL
70.1143;2004;Nov Average;Belgium;BEL
60.3219;2004;Dec Average;Belgium;BEL
58.8286;2005;Jan Average;Belgium;BEL
75.1013;2005;Feb Average;Belgium;BEL
43.0457;2005;Mar Average;Belgium;BEL
62.2386;2005;Apr Average;Belgium;BEL
63.8737;2005;May Average;Belgium;BEL
51.1773;2005;Jun Average;Belgium;BEL
131.559;2005;Jul Average;Belgium;BEL
85.5092;2005;Aug Average;Belgium;BEL
55.3967;2005;Sep Average;Belgium;BEL
60.9178;2005;Oct Average;Belgium;BEL
71.033;2005;Nov Average;Belgium;BEL
65.5433;2005;Dec Average;Belgium;BEL
25.4062;2006;Jan Average;Belgium;BEL
75.0657;2006;Feb Average;Belgium;BEL
80.0507;2006;Mar Average;Belgium;BEL
43.8184;2006;Apr Average;Belgium;BEL
125.159;2006;May Average;Belgium;BEL
43.9116;2006;Jun Average;Belgium;BEL
35.8838;2006;Jul Average;Belgium;BEL
161.802;2006;Aug Average;Belgium;BEL
24.7022;2006;Sep Average;Belgium;BEL
79.369;2006;Oct Average;Belgium;BEL
79.0139;2006;Nov Average;Belgium;BEL
87.0134;2006;Dec Average;Belgium;BEL
86.0087;2007;Jan Average;Belgium;BEL
103.33;2007;Feb Average;Belgium;BEL
73.9095;2007;Mar Average;Belgium;BEL
1.83915;2007;Apr Average;Belgium;BEL
100.568;2007;May Average;Belgium;BEL
111.776;2007;Jun Average;Belgium;BEL
126.6;2007;Jul Average;Belgium;BEL
85.1741;2007;Aug Average;Belgium;BEL
64.8554;2007;Sep Average;Belgium;BEL
47.6844;2007;Oct Average;Belgium;BEL
67.2106;2007;Nov Average;Belgium;BEL
83.0783;2007;Dec Average;Belgium;BEL
77.5514;2008;Jan Average;Belgium;BEL
48.6659;2008;Feb Average;Belgium;BEL
123.928;2008;Mar Average;Belgium;BEL
55.2532;2008;Apr Average;Belgium;BEL
53.2047;2008;May Average;Belgium;BEL
76.1237;2008;Jun Average;Belgium;BEL
99.5555;2008;Jul Average;Belgium;BEL
94.4905;2008;Aug Average;Belgium;BEL
78.5732;2008;Sep Average;Belgium;BEL
80.43;2008;Oct Average;Belgium;BEL
66.6976;2008;Nov Average;Belgium;BEL
48.5964;2008;Dec Average;Belgium;BEL
62.9136;2009;Jan Average;Belgium;BEL
61.4348;2009;Feb Average;Belgium;BEL
67.3265;2009;Mar Average;Belgium;BEL
44.9894;2009;Apr Average;Belgium;BEL
54.9365;2009;May Average;Belgium;BEL
76.0675;2009;Jun Average;Belgium;BEL
94.4375;2009;Jul Average;Belgium;BEL
32.6136;2009;Aug Average;Belgium;BEL
32.628;2009;Sep Average;Belgium;BEL
82.6336;2009;Oct Average;Belgium;BEL
136.26;2009;Nov Average;Belgium;BEL
100.779;2009;Dec Average;Belgium;BEL
49.0015;2010;Jan Average;Belgium;BEL
79.203;2010;Feb Average;Belgium;BEL
53.1007;2010;Mar Average;Belgium;BEL
21.6039;2010;Apr Average;Belgium;BEL
72.6067;2010;May Average;Belgium;BEL
43.3709;2010;Jun Average;Belgium;BEL
62.5595;2010;Jul Average;Belgium;BEL
147.157;2010;Aug Average;Belgium;BEL
85.3729;2010;Sep Average;Belgium;BEL
67.7923;2010;Oct Average;Belgium;BEL
120.366;2010;Nov Average;Belgium;BEL
78.4813;2010;Dec Average;Belgium;BEL
87.492;2011;Jan Average;Belgium;BEL
50.2132;2011;Feb Average;Belgium;BEL
20.2709;2011;Mar Average;Belgium;BEL
19.2119;2011;Apr Average;Belgium;BEL
24.7172;2011;May Average;Belgium;BEL
89.4698;2011;Jun Average;Belgium;BEL
86.3866;2011;Jul Average;Belgium;BEL
105.262;2011;Aug Average;Belgium;BEL
57.4662;2011;Sep Average;Belgium;BEL
47.3348;2011;Oct Average;Belgium;BEL
12.2782;2011;Nov Average;Belgium;BEL
167.775;2011;Dec Average;Belgium;BEL
90.6859;2012;Jan Average;Belgium;BEL
21.7675;2012;Feb Average;Belgium;BEL
33.6015;2012;Mar Average;Belgium;BEL
84.4181;2012;Apr Average;Belgium;BEL
65.6237;2012;May Average;Belgium;BEL
117.149;2012;Jun Average;Belgium;BEL
126.691;2012;Jul Average;Belgium;BEL
39.7081;2012;Aug Average;Belgium;BEL
50.652;2012;Sep Average;Belgium;BEL
124.218;2012;Oct Average;Belgium;BEL
63.3316;2012;Nov Average;Belgium;BEL
154.307;2012;Dec Average;Belgium;BEL
56.2529;2013;Jan Average;Belgium;BEL
52.1939;2013;Feb Average;Belgium;BEL
52.3423;2013;Mar Average;Belgium;BEL
38.23;2013;Apr Average;Belgium;BEL
109.151;2013;May Average;Belgium;BEL
66.6846;2013;Jun Average;Belgium;BEL
57.992;2013;Jul Average;Belgium;BEL
41.163;2013;Aug Average;Belgium;BEL
82.9372;2013;Sep Average;Belgium;BEL
115.505;2013;Oct Average;Belgium;BEL
109.871;2013;Nov Average;Belgium;BEL
70.2684;2013;Dec Average;Belgium;BEL
77.887;2014;Jan Average;Belgium;BEL
72.5863;2014;Feb Average;Belgium;BEL
22.2889;2014;Mar Average;Belgium;BEL
31.9907;2014;Apr Average;Belgium;BEL
79.4271;2014;May Average;Belgium;BEL
65.3565;2014;Jun Average;Belgium;BEL
132.268;2014;Jul Average;Belgium;BEL
132.469;2014;Aug Average;Belgium;BEL
28.8059;2014;Sep Average;Belgium;BEL
77.2558;2014;Oct Average;Belgium;BEL
58.7168;2014;Nov Average;Belgium;BEL
85.0292;2014;Dec Average;Belgium;BEL
109.535;2015;Jan Average;Belgium;BEL
59.1961;2015;Feb Average;Belgium;BEL
51.5692;2015;Mar Average;Belgium;BEL
38.8365;2015;Apr Average;Belgium;BEL
51.7662;2015;May Average;Belgium;BEL
43.3678;2015;Jun Average;Belgium;BEL
59.4425;2015;Jul Average;Belgium;BEL
106.458;2015;Aug Average;Belgium;BEL
91.5596;2015;Sep Average;Belgium;BEL
42.0002;2015;Oct Average;Belgium;BEL
109.158;2015;Nov Average;Belgium;BEL
50.4251;2015;Dec Average;Belgium;BEL
115.025;2016;Jan Average;Belgium;BEL
94.2528;2016;Feb Average;Belgium;BEL
72.1876;2016;Mar Average;Belgium;BEL
70.1529;2016;Apr Average;Belgium;BEL
90.7029;2016;May Average;Belgium;BEL
133.454;2016;Jun Average;Belgium;BEL
58.3766;2016;Jul Average;Belgium;BEL
45.1662;2016;Aug Average;Belgium;BEL
43.8662;2016;Sep Average;Belgium;BEL
56.2583;2016;Oct Average;Belgium;BEL
78.4497;2016;Nov Average;Belgium;BEL
21.6115;2016;Dec Average;Belgium;BEL
54.1053;1901;Jan Average;Luxembourg;LUX
36.9644;1901;Feb Average;Luxembourg;LUX
74.0909;1901;Mar Average;Luxembourg;LUX
80.9687;1901;Apr Average;Luxembourg;LUX
43.569;1901;May Average;Luxembourg;LUX
63.0678;1901;Jun Average;Luxembourg;LUX
46.8778;1901;Jul Average;Luxembourg;LUX
79.2399;1901;Aug Average;Luxembourg;LUX
112.494;1901;Sep Average;Luxembourg;LUX
102.27;1901;Oct Average;Luxembourg;LUX
43.3572;1901;Nov Average;Luxembourg;LUX
88.4037;1901;Dec Average;Luxembourg;LUX
58.8552;1902;Jan Average;Luxembourg;LUX
48.2912;1902;Feb Average;Luxembourg;LUX
57.6311;1902;Mar Average;Luxembourg;LUX
49.4535;1902;Apr Average;Luxembourg;LUX
93.6093;1902;May Average;Luxembourg;LUX
73.0817;1902;Jun Average;Luxembourg;LUX
56.7365;1902;Jul Average;Luxembourg;LUX
99.0971;1902;Aug Average;Luxembourg;LUX
78.833;1902;Sep Average;Luxembourg;LUX
62.1889;1902;Oct Average;Luxembourg;LUX
40.8473;1902;Nov Average;Luxembourg;LUX
107.663;1902;Dec Average;Luxembourg;LUX
82.2218;1903;Jan Average;Luxembourg;LUX
42.7646;1903;Feb Average;Luxembourg;LUX
82.8696;1903;Mar Average;Luxembourg;LUX
126.018;1903;Apr Average;Luxembourg;LUX
54.7209;1903;May Average;Luxembourg;LUX
59.5818;1903;Jun Average;Luxembourg;LUX
99.1117;1903;Jul Average;Luxembourg;LUX
106.497;1903;Aug Average;Luxembourg;LUX
76.3196;1903;Sep Average;Luxembourg;LUX
134.72;1903;Oct Average;Luxembourg;LUX
92.2495;1903;Nov Average;Luxembourg;LUX
32.5357;1903;Dec Average;Luxembourg;LUX
65.868;1904;Jan Average;Luxembourg;LUX
107.759;1904;Feb Average;Luxembourg;LUX
69.2556;1904;Mar Average;Luxembourg;LUX
32.229;1904;Apr Average;Luxembourg;LUX
65.0236;1904;May Average;Luxembourg;LUX
57.4506;1904;Jun Average;Luxembourg;LUX
49.1884;1904;Jul Average;Luxembourg;LUX
50.8751;1904;Aug Average;Luxembourg;LUX
52.4935;1904;Sep Average;Luxembourg;LUX
61.2769;1904;Oct Average;Luxembourg;LUX
76.5046;1904;Nov Average;Luxembourg;LUX
93.5957;1904;Dec Average;Luxembourg;LUX
60.379;1905;Jan Average;Luxembourg;LUX
39.518;1905;Feb Average;Luxembourg;LUX
105.336;1905;Mar Average;Luxembourg;LUX
50.6439;1905;Apr Average;Luxembourg;LUX
46.667;1905;May Average;Luxembourg;LUX
108.907;1905;Jun Average;Luxembourg;LUX
82.8152;1905;Jul Average;Luxembourg;LUX
85.622;1905;Aug Average;Luxembourg;LUX
93.6834;1905;Sep Average;Luxembourg;LUX
89.9337;1905;Oct Average;Luxembourg;LUX
97.1525;1905;Nov Average;Luxembourg;LUX
36.3662;1905;Dec Average;Luxembourg;LUX
123.999;1906;Jan Average;Luxembourg;LUX
72.2918;1906;Feb Average;Luxembourg;LUX
94.7812;1906;Mar Average;Luxembourg;LUX
42.2745;1906;Apr Average;Luxembourg;LUX
95.531;1906;May Average;Luxembourg;LUX
59.6124;1906;Jun Average;Luxembourg;LUX
67.8635;1906;Jul Average;Luxembourg;LUX
73.8879;1906;Aug Average;Luxembourg;LUX
31.1752;1906;Sep Average;Luxembourg;LUX
65.6522;1906;Oct Average;Luxembourg;LUX
101.766;1906;Nov Average;Luxembourg;LUX
75.6748;1906;Dec Average;Luxembourg;LUX
51.6171;1907;Jan Average;Luxembourg;LUX
36.9911;1907;Feb Average;Luxembourg;LUX
58.4234;1907;Mar Average;Luxembourg;LUX
62.6543;1907;Apr Average;Luxembourg;LUX
72.2296;1907;May Average;Luxembourg;LUX
75.7999;1907;Jun Average;Luxembourg;LUX
84.1644;1907;Jul Average;Luxembourg;LUX
66.5777;1907;Aug Average;Luxembourg;LUX
38.361;1907;Sep Average;Luxembourg;LUX
81.1997;1907;Oct Average;Luxembourg;LUX
58.7722;1907;Nov Average;Luxembourg;LUX
81.48;1907;Dec Average;Luxembourg;LUX
45.6628;1908;Jan Average;Luxembourg;LUX
86.4951;1908;Feb Average;Luxembourg;LUX
60.0988;1908;Mar Average;Luxembourg;LUX
61.8828;1908;Apr Average;Luxembourg;LUX
93.76;1908;May Average;Luxembourg;LUX
66.5806;1908;Jun Average;Luxembourg;LUX
88.0579;1908;Jul Average;Luxembourg;LUX
117.115;1908;Aug Average;Luxembourg;LUX
58.473;1908;Sep Average;Luxembourg;LUX
2.78467;1908;Oct Average;Luxembourg;LUX
71.8412;1908;Nov Average;Luxembourg;LUX
40.2712;1908;Dec Average;Luxembourg;LUX
49.4892;1909;Jan Average;Luxembourg;LUX
43.523;1909;Feb Average;Luxembourg;LUX
74.9091;1909;Mar Average;Luxembourg;LUX
62.912;1909;Apr Average;Luxembourg;LUX
34.2848;1909;May Average;Luxembourg;LUX
103.558;1909;Jun Average;Luxembourg;LUX
132.657;1909;Jul Average;Luxembourg;LUX
59.3689;1909;Aug Average;Luxembourg;LUX
78.5388;1909;Sep Average;Luxembourg;LUX
86.4387;1909;Oct Average;Luxembourg;LUX
52.3091;1909;Nov Average;Luxembourg;LUX
128.581;1909;Dec Average;Luxembourg;LUX
105.201;1910;Jan Average;Luxembourg;LUX
129.841;1910;Feb Average;Luxembourg;LUX
20.5968;1910;Mar Average;Luxembourg;LUX
46.3918;1910;Apr Average;Luxembourg;LUX
71.2415;1910;May Average;Luxembourg;LUX
118.909;1910;Jun Average;Luxembourg;LUX
152.052;1910;Jul Average;Luxembourg;LUX
57.0203;1910;Aug Average;Luxembourg;LUX
104.303;1910;Sep Average;Luxembourg;LUX
34.8522;1910;Oct Average;Luxembourg;LUX
175.351;1910;Nov Average;Luxembourg;LUX
90.6632;1910;Dec Average;Luxembourg;LUX
32.3614;1911;Jan Average;Luxembourg;LUX
57.5321;1911;Feb Average;Luxembourg;LUX
72.7986;1911;Mar Average;Luxembourg;LUX
43.0513;1911;Apr Average;Luxembourg;LUX
40.3198;1911;May Average;Luxembourg;LUX
89.0304;1911;Jun Average;Luxembourg;LUX
27.658;1911;Jul Average;Luxembourg;LUX
24.4962;1911;Aug Average;Luxembourg;LUX
48.5668;1911;Sep Average;Luxembourg;LUX
82.8895;1911;Oct Average;Luxembourg;LUX
100.946;1911;Nov Average;Luxembourg;LUX
126.894;1911;Dec Average;Luxembourg;LUX
77.1083;1912;Jan Average;Luxembourg;LUX
58.8941;1912;Feb Average;Luxembourg;LUX
103.988;1912;Mar Average;Luxembourg;LUX
24.0374;1912;Apr Average;Luxembourg;LUX
47.0858;1912;May Average;Luxembourg;LUX
69.2874;1912;Jun Average;Luxembourg;LUX
48.8736;1912;Jul Average;Luxembourg;LUX
135.549;1912;Aug Average;Luxembourg;LUX
85.5125;1912;Sep Average;Luxembourg;LUX
96.607;1912;Oct Average;Luxembourg;LUX
78.9841;1912;Nov Average;Luxembourg;LUX
79.5675;1912;Dec Average;Luxembourg;LUX
105.393;1913;Jan Average;Luxembourg;LUX
38.7934;1913;Feb Average;Luxembourg;LUX
62.3867;1913;Mar Average;Luxembourg;LUX
61.1415;1913;Apr Average;Luxembourg;LUX
85.7801;1913;May Average;Luxembourg;LUX
75.8277;1913;Jun Average;Luxembourg;LUX
96.798;1913;Jul Average;Luxembourg;LUX
39.5625;1913;Aug Average;Luxembourg;LUX
80.9877;1913;Sep Average;Luxembourg;LUX
61.9339;1913;Oct Average;Luxembourg;LUX
95.1848;1913;Nov Average;Luxembourg;LUX
83.8735;1913;Dec Average;Luxembourg;LUX
89.2917;1914;Jan Average;Luxembourg;LUX
62.1006;1914;Feb Average;Luxembourg;LUX
160.071;1914;Mar Average;Luxembourg;LUX
52.2246;1914;Apr Average;Luxembourg;LUX
78.1315;1914;May Average;Luxembourg;LUX
91.0142;1914;Jun Average;Luxembourg;LUX
79.1231;1914;Jul Average;Luxembourg;LUX
91.3594;1914;Aug Average;Luxembourg;LUX
100.846;1914;Sep Average;Luxembourg;LUX
38.2392;1914;Oct Average;Luxembourg;LUX
61.3081;1914;Nov Average;Luxembourg;LUX
116.139;1914;Dec Average;Luxembourg;LUX
137.715;1915;Jan Average;Luxembourg;LUX
68.6736;1915;Feb Average;Luxembourg;LUX
55.988;1915;Mar Average;Luxembourg;LUX
66.9093;1915;Apr Average;Luxembourg;LUX
49.9766;1915;May Average;Luxembourg;LUX
38.7694;1915;Jun Average;Luxembourg;LUX
104.612;1915;Jul Average;Luxembourg;LUX
108.289;1915;Aug Average;Luxembourg;LUX
51.439;1915;Sep Average;Luxembourg;LUX
27.6054;1915;Oct Average;Luxembourg;LUX
95.0864;1915;Nov Average;Luxembourg;LUX
208.51;1915;Dec Average;Luxembourg;LUX
86.1272;1916;Jan Average;Luxembourg;LUX
112.216;1916;Feb Average;Luxembourg;LUX
61.6671;1916;Mar Average;Luxembourg;LUX
85.6763;1916;Apr Average;Luxembourg;LUX
79.2409;1916;May Average;Luxembourg;LUX
113.259;1916;Jun Average;Luxembourg;LUX
66.6162;1916;Jul Average;Luxembourg;LUX
103.688;1916;Aug Average;Luxembourg;LUX
78.832;1916;Sep Average;Luxembourg;LUX
100.402;1916;Oct Average;Luxembourg;LUX
64.9864;1916;Nov Average;Luxembourg;LUX
139.274;1916;Dec Average;Luxembourg;LUX
78.2891;1917;Jan Average;Luxembourg;LUX
18.1269;1917;Feb Average;Luxembourg;LUX
83.8495;1917;Mar Average;Luxembourg;LUX
64.1069;1917;Apr Average;Luxembourg;LUX
53.7209;1917;May Average;Luxembourg;LUX
113.476;1917;Jun Average;Luxembourg;LUX
97.8928;1917;Jul Average;Luxembourg;LUX
97.6756;1917;Aug Average;Luxembourg;LUX
23.2181;1917;Sep Average;Luxembourg;LUX
146.896;1917;Oct Average;Luxembourg;LUX
80.6126;1917;Nov Average;Luxembourg;LUX
40.055;1917;Dec Average;Luxembourg;LUX
99.9414;1918;Jan Average;Luxembourg;LUX
48.9241;1918;Feb Average;Luxembourg;LUX
47.5099;1918;Mar Average;Luxembourg;LUX
92.7328;1918;Apr Average;Luxembourg;LUX
54.5138;1918;May Average;Luxembourg;LUX
42.1628;1918;Jun Average;Luxembourg;LUX
101.838;1918;Jul Average;Luxembourg;LUX
84.3376;1918;Aug Average;Luxembourg;LUX
134.361;1918;Sep Average;Luxembourg;LUX
65.6976;1918;Oct Average;Luxembourg;LUX
54.7559;1918;Nov Average;Luxembourg;LUX
144.01;1918;Dec Average;Luxembourg;LUX
75.4441;1919;Jan Average;Luxembourg;LUX
70.8853;1919;Feb Average;Luxembourg;LUX
99.0441;1919;Mar Average;Luxembourg;LUX
88.0133;1919;Apr Average;Luxembourg;LUX
23.9067;1919;May Average;Luxembourg;LUX
41.4579;1919;Jun Average;Luxembourg;LUX
113.255;1919;Jul Average;Luxembourg;LUX
45.0411;1919;Aug Average;Luxembourg;LUX
63.0337;1919;Sep Average;Luxembourg;LUX
47.1546;1919;Oct Average;Luxembourg;LUX
136.762;1919;Nov Average;Luxembourg;LUX
190.86;1919;Dec Average;Luxembourg;LUX
166.214;1920;Jan Average;Luxembourg;LUX
35.7585;1920;Feb Average;Luxembourg;LUX
43.5178;1920;Mar Average;Luxembourg;LUX
99.9093;1920;Apr Average;Luxembourg;LUX
52.723;1920;May Average;Luxembourg;LUX
38.9573;1920;Jun Average;Luxembourg;LUX
108.704;1920;Jul Average;Luxembourg;LUX
62.4388;1920;Aug Average;Luxembourg;LUX
77.2654;1920;Sep Average;Luxembourg;LUX
36.614;1920;Oct Average;Luxembourg;LUX
24.6494;1920;Nov Average;Luxembourg;LUX
66.0558;1920;Dec Average;Luxembourg;LUX
98.0586;1921;Jan Average;Luxembourg;LUX
14.4937;1921;Feb Average;Luxembourg;LUX
27.1883;1921;Mar Average;Luxembourg;LUX
27.6564;1921;Apr Average;Luxembourg;LUX
41.6655;1921;May Average;Luxembourg;LUX
38.0927;1921;Jun Average;Luxembourg;LUX
13.0664;1921;Jul Average;Luxembourg;LUX
58.0049;1921;Aug Average;Luxembourg;LUX
29.2394;1921;Sep Average;Luxembourg;LUX
20.6201;1921;Oct Average;Luxembourg;LUX
52.1911;1921;Nov Average;Luxembourg;LUX
68.5281;1921;Dec Average;Luxembourg;LUX
116.467;1922;Jan Average;Luxembourg;LUX
76.5629;1922;Feb Average;Luxembourg;LUX
70.0538;1922;Mar Average;Luxembourg;LUX
118.465;1922;Apr Average;Luxembourg;LUX
40.4682;1922;May Average;Luxembourg;LUX
56.0762;1922;Jun Average;Luxembourg;LUX
104.691;1922;Jul Average;Luxembourg;LUX
99.3978;1922;Aug Average;Luxembourg;LUX
96.96;1922;Sep Average;Luxembourg;LUX
59.6458;1922;Oct Average;Luxembourg;LUX
107.471;1922;Nov Average;Luxembourg;LUX
135.872;1922;Dec Average;Luxembourg;LUX
76.085;1923;Jan Average;Luxembourg;LUX
93.6709;1923;Feb Average;Luxembourg;LUX
62.3432;1923;Mar Average;Luxembourg;LUX
50.1395;1923;Apr Average;Luxembourg;LUX
114.598;1923;May Average;Luxembourg;LUX
68.8192;1923;Jun Average;Luxembourg;LUX
66.4388;1923;Jul Average;Luxembourg;LUX
69.5528;1923;Aug Average;Luxembourg;LUX
68.4742;1923;Sep Average;Luxembourg;LUX
188.088;1923;Oct Average;Luxembourg;LUX
80.8761;1923;Nov Average;Luxembourg;LUX
93.7544;1923;Dec Average;Luxembourg;LUX
48.7612;1924;Jan Average;Luxembourg;LUX
49.6651;1924;Feb Average;Luxembourg;LUX
64.4126;1924;Mar Average;Luxembourg;LUX
101.656;1924;Apr Average;Luxembourg;LUX
97.6412;1924;May Average;Luxembourg;LUX
53.7683;1924;Jun Average;Luxembourg;LUX
107.574;1924;Jul Average;Luxembourg;LUX
148.201;1924;Aug Average;Luxembourg;LUX
80.8171;1924;Sep Average;Luxembourg;LUX
107.561;1924;Oct Average;Luxembourg;LUX
68.1558;1924;Nov Average;Luxembourg;LUX
42.7725;1924;Dec Average;Luxembourg;LUX
99.6149;1925;Jan Average;Luxembourg;LUX
79.4728;1925;Feb Average;Luxembourg;LUX
67.9089;1925;Mar Average;Luxembourg;LUX
65.4199;1925;Apr Average;Luxembourg;LUX
76.9654;1925;May Average;Luxembourg;LUX
44.2897;1925;Jun Average;Luxembourg;LUX
94.8363;1925;Jul Average;Luxembourg;LUX
109.04;1925;Aug Average;Luxembourg;LUX
111.63;1925;Sep Average;Luxembourg;LUX
83.5238;1925;Oct Average;Luxembourg;LUX
97.1377;1925;Nov Average;Luxembourg;LUX
189.1;1925;Dec Average;Luxembourg;LUX
70.6194;1926;Jan Average;Luxembourg;LUX
105.486;1926;Feb Average;Luxembourg;LUX
51.4658;1926;Mar Average;Luxembourg;LUX
37.9898;1926;Apr Average;Luxembourg;LUX
131.287;1926;May Average;Luxembourg;LUX
78.5095;1926;Jun Average;Luxembourg;LUX
87.9745;1926;Jul Average;Luxembourg;LUX
76.738;1926;Aug Average;Luxembourg;LUX
33.9292;1926;Sep Average;Luxembourg;LUX
150.871;1926;Oct Average;Luxembourg;LUX
86.7098;1926;Nov Average;Luxembourg;LUX
56.3503;1926;Dec Average;Luxembourg;LUX
72.7123;1927;Jan Average;Luxembourg;LUX
65.6132;1927;Feb Average;Luxembourg;LUX
78.4628;1927;Mar Average;Luxembourg;LUX
80.4011;1927;Apr Average;Luxembourg;LUX
48.4433;1927;May Average;Luxembourg;LUX
110.35;1927;Jun Average;Luxembourg;LUX
104.231;1927;Jul Average;Luxembourg;LUX
133.127;1927;Aug Average;Luxembourg;LUX
87.1092;1927;Sep Average;Luxembourg;LUX
27.2833;1927;Oct Average;Luxembourg;LUX
82.0721;1927;Nov Average;Luxembourg;LUX
69.0119;1927;Dec Average;Luxembourg;LUX
89.7213;1928;Jan Average;Luxembourg;LUX
87.8214;1928;Feb Average;Luxembourg;LUX
29.0519;1928;Mar Average;Luxembourg;LUX
108.843;1928;Apr Average;Luxembourg;LUX
53.636;1928;May Average;Luxembourg;LUX
73.6418;1928;Jun Average;Luxembourg;LUX
46.6768;1928;Jul Average;Luxembourg;LUX
78.7566;1928;Aug Average;Luxembourg;LUX
36.2434;1928;Sep Average;Luxembourg;LUX
119.193;1928;Oct Average;Luxembourg;LUX
129.464;1928;Nov Average;Luxembourg;LUX
90.7589;1928;Dec Average;Luxembourg;LUX
32.3186;1929;Jan Average;Luxembourg;LUX
24.3099;1929;Feb Average;Luxembourg;LUX
5.10901;1929;Mar Average;Luxembourg;LUX
54.4183;1929;Apr Average;Luxembourg;LUX
40.9243;1929;May Average;Luxembourg;LUX
72.0343;1929;Jun Average;Luxembourg;LUX
94.9042;1929;Jul Average;Luxembourg;LUX
31.9446;1929;Aug Average;Luxembourg;LUX
32.0549;1929;Sep Average;Luxembourg;LUX
156.521;1929;Oct Average;Luxembourg;LUX
89.1578;1929;Nov Average;Luxembourg;LUX
152.065;1929;Dec Average;Luxembourg;LUX
60.0887;1930;Jan Average;Luxembourg;LUX
28.8459;1930;Feb Average;Luxembourg;LUX
61.1246;1930;Mar Average;Luxembourg;LUX
60.513;1930;Apr Average;Luxembourg;LUX
115.565;1930;May Average;Luxembourg;LUX
54.3692;1930;Jun Average;Luxembourg;LUX
199.434;1930;Jul Average;Luxembourg;LUX
92.072;1930;Aug Average;Luxembourg;LUX
125.32;1930;Sep Average;Luxembourg;LUX
121.307;1930;Oct Average;Luxembourg;LUX
159.801;1930;Nov Average;Luxembourg;LUX
62.2097;1930;Dec Average;Luxembourg;LUX
161.972;1931;Jan Average;Luxembourg;LUX
79.8176;1931;Feb Average;Luxembourg;LUX
17.9119;1931;Mar Average;Luxembourg;LUX
86.1328;1931;Apr Average;Luxembourg;LUX
56.4972;1931;May Average;Luxembourg;LUX
54.8177;1931;Jun Average;Luxembourg;LUX
118.213;1931;Jul Average;Luxembourg;LUX
162.985;1931;Aug Average;Luxembourg;LUX
59.3594;1931;Sep Average;Luxembourg;LUX
62.3752;1931;Oct Average;Luxembourg;LUX
46.4502;1931;Nov Average;Luxembourg;LUX
67.1875;1931;Dec Average;Luxembourg;LUX
69.9311;1932;Jan Average;Luxembourg;LUX
17.5411;1932;Feb Average;Luxembourg;LUX
57.033;1932;Mar Average;Luxembourg;LUX
109.126;1932;Apr Average;Luxembourg;LUX
68.2687;1932;May Average;Luxembourg;LUX
53.267;1932;Jun Average;Luxembourg;LUX
116.641;1932;Jul Average;Luxembourg;LUX
46.8421;1932;Aug Average;Luxembourg;LUX
133.891;1932;Sep Average;Luxembourg;LUX
191.358;1932;Oct Average;Luxembourg;LUX
57.0234;1932;Nov Average;Luxembourg;LUX
19.4755;1932;Dec Average;Luxembourg;LUX
30.0181;1933;Jan Average;Luxembourg;LUX
58.9064;1933;Feb Average;Luxembourg;LUX
46.4747;1933;Mar Average;Luxembourg;LUX
21.2884;1933;Apr Average;Luxembourg;LUX
112.544;1933;May Average;Luxembourg;LUX
94.4146;1933;Jun Average;Luxembourg;LUX
49.2631;1933;Jul Average;Luxembourg;LUX
61.6501;1933;Aug Average;Luxembourg;LUX
50.8895;1933;Sep Average;Luxembourg;LUX
84.7156;1933;Oct Average;Luxembourg;LUX
54.6129;1933;Nov Average;Luxembourg;LUX
7.214;1933;Dec Average;Luxembourg;LUX
86.2499;1934;Jan Average;Luxembourg;LUX
19.2175;1934;Feb Average;Luxembourg;LUX
68.6166;1934;Mar Average;Luxembourg;LUX
59.8615;1934;Apr Average;Luxembourg;LUX
26.7497;1934;May Average;Luxembourg;LUX
84.1618;1934;Jun Average;Luxembourg;LUX
37.4422;1934;Jul Average;Luxembourg;LUX
57.2095;1934;Aug Average;Luxembourg;LUX
53.8101;1934;Sep Average;Luxembourg;LUX
98.8564;1934;Oct Average;Luxembourg;LUX
43.6926;1934;Nov Average;Luxembourg;LUX
142.202;1934;Dec Average;Luxembourg;LUX
88.4972;1935;Jan Average;Luxembourg;LUX
116.299;1935;Feb Average;Luxembourg;LUX
32.5374;1935;Mar Average;Luxembourg;LUX
128.664;1935;Apr Average;Luxembourg;LUX
55.6589;1935;May Average;Luxembourg;LUX
118.203;1935;Jun Average;Luxembourg;LUX
18.3932;1935;Jul Average;Luxembourg;LUX
57.9725;1935;Aug Average;Luxembourg;LUX
111.066;1935;Sep Average;Luxembourg;LUX
99.1918;1935;Oct Average;Luxembourg;LUX
74.0029;1935;Nov Average;Luxembourg;LUX
96.9276;1935;Dec Average;Luxembourg;LUX
133.441;1936;Jan Average;Luxembourg;LUX
52.1544;1936;Feb Average;Luxembourg;LUX
27.9048;1936;Mar Average;Luxembourg;LUX
